# total,u2_scaled,g_scaled,u2_mse,u2_mae,total_mae,u2_initial,u2_boundary,total_initial_mse,total_boundary_mse
1.258508265018463135e-01,6.010061129927635193e-02,6.099444031715393066e-01,4.047318725497461855e-06,1.530394889414310455e-03,1.593691064044833183e-03,0.000000000000000000e+00,4.755773022770881653e-02,1.703817702036758419e-06,3.210070644854567945e-06
1.238522827625274658e-01,5.961912870407104492e-02,5.986568927764892578e-01,4.014894329884555191e-06,1.518961391411721706e-03,1.582293771207332611e-03,0.000000000000000000e+00,4.367459565401077271e-02,1.703817702036758419e-06,2.949196641566231847e-06
1.227189749479293823e-01,5.975068360567092896e-02,5.882971882820129395e-01,4.023753717774525285e-06,1.512166578322649002e-03,1.575556118041276932e-03,0.000000000000000000e+00,4.138574749231338501e-02,1.703817702036758419e-06,2.795708951452979818e-06
1.223591864109039307e-01,6.030479073524475098e-02,5.797241330146789551e-01,4.061068466398864985e-06,1.509558293037116528e-03,1.573023851960897446e-03,0.000000000000000000e+00,4.081978648900985718e-02,1.703817702036758419e-06,2.758211167019908316e-06
1.223854273557662964e-01,6.089737266302108765e-02,5.732839107513427734e-01,4.100974365428555757e-06,1.508669694885611534e-03,1.572214416228234768e-03,0.000000000000000000e+00,4.159658402204513550e-02,1.703817702036758419e-06,2.811062358887284063e-06
1.223850324749946594e-01,6.118931993842124939e-02,5.688820481300354004e-01,4.120634912396781147e-06,1.506726490333676338e-03,1.570347114466130733e-03,0.000000000000000000e+00,4.307508096098899841e-02,1.703817702036758419e-06,2.911062438215594739e-06
1.220708489418029785e-01,6.097381561994552612e-02,5.663821697235107422e-01,4.106122105440590531e-06,1.501774298958480358e-03,1.565466285683214664e-03,0.000000000000000000e+00,4.458813369274139404e-02,1.703817702036758419e-06,3.013265768458950333e-06
1.213937923312187195e-01,6.028119474649429321e-02,5.655187964439392090e-01,4.059479579154867679e-06,1.493826392106711864e-03,1.557574141770601273e-03,0.000000000000000000e+00,4.560717195272445679e-02,1.703817702036758419e-06,3.082068815274396911e-06
1.204774230718612671e-01,5.929244682192802429e-02,5.660094618797302246e-01,3.992895017290720716e-06,1.484292559325695038e-03,1.548101892694830894e-03,0.000000000000000000e+00,4.584031552076339722e-02,1.703817702036758419e-06,3.097816261288244277e-06
1.195211559534072876e-01,5.824540182948112488e-02,5.675001740455627441e-01,3.922384621546370909e-06,1.475106924772262573e-03,1.538967946544289589e-03,0.000000000000000000e+00,4.525738209486007690e-02,1.703817702036758419e-06,3.058483571294345893e-06
1.186835467815399170e-01,5.733992904424667358e-02,5.693871378898620605e-01,3.861408004013355821e-06,1.467512454837560654e-03,1.531426212750375271e-03,0.000000000000000000e+00,4.404904693365097046e-02,1.703817702036758419e-06,2.976926680275937542e-06
1.179990321397781372e-01,5.664341524243354797e-02,5.710104107856750488e-01,3.814502861132496037e-06,1.461531035602092743e-03,1.525487867183983326e-03,0.000000000000000000e+00,4.254579916596412659e-02,1.703817702036758419e-06,2.875424343073973432e-06
1.173901557922363281e-01,5.610839277505874634e-02,5.717131495475769043e-01,3.778473228521761484e-06,1.456619356758892536e-03,1.520598190836608410e-03,0.000000000000000000e+00,4.110451415181159973e-02,1.703817702036758419e-06,2.778034740913426504e-06
1.167401596903800964e-01,5.564521998167037964e-02,5.709326267242431641e-01,3.747281880350783467e-06,1.452050986699759960e-03,1.516024698503315449e-03,0.000000000000000000e+00,4.001677408814430237e-02,1.703817702036758419e-06,2.704425241972785443e-06
1.159914657473564148e-01,5.519919469952583313e-02,5.685046911239624023e-01,3.717245817824732512e-06,1.447700080461800098e-03,1.511645270511507988e-03,0.000000000000000000e+00,3.941798210144042969e-02,1.703817702036758419e-06,2.663745362951885909e-06
1.151598915457725525e-01,5.478548631072044373e-02,5.644629001617431641e-01,3.689385721372673288e-06,1.443676417693495750e-03,1.507584820501506329e-03,0.000000000000000000e+00,3.928117081522941589e-02,1.703817702036758419e-06,2.654207946761744097e-06
1.143455281853675842e-01,5.446884408593177795e-02,5.593252182006835938e-01,3.668062163342256099e-06,1.440423657186329365e-03,1.504304585978388786e-03,0.000000000000000000e+00,3.944168239831924438e-02,1.703817702036758419e-06,2.664751264092046767e-06
1.136208102107048035e-01,5.429408326745033264e-02,5.535895824432373047e-01,3.656293074527638964e-06,1.438233884982764721e-03,1.502082566730678082e-03,0.000000000000000000e+00,3.967772424221038818e-02,1.703817702036758419e-06,2.680457328096963465e-06
1.129913926124572754e-01,5.423320084810256958e-02,5.477847456932067871e-01,3.652193299785722047e-06,1.436845399439334869e-03,1.500688842497766018e-03,0.000000000000000000e+00,3.979708999395370483e-02,1.703817702036758419e-06,2.688391759875230491e-06
1.123937964439392090e-01,5.419616773724555969e-02,5.422744154930114746e-01,3.649699465313460678e-06,1.435216749086976051e-03,1.499069854617118835e-03,0.000000000000000000e+00,3.970191255211830139e-02,1.703817702036758419e-06,2.681963906070450321e-06
1.117204800248146057e-01,5.405341088771820068e-02,5.372775793075561523e-01,3.640085878942045383e-06,1.432100310921669006e-03,1.495966571383178234e-03,0.000000000000000000e+00,3.939307108521461487e-02,1.703817702036758419e-06,2.661228336364729330e-06
1.108871996402740479e-01,5.369711667299270630e-02,5.329307913780212402e-01,3.616092044467222877e-06,1.426151138730347157e-03,1.490052323788404465e-03,0.000000000000000000e+00,3.897006064653396606e-02,1.703817702036758419e-06,2.632866880958317779e-06
1.098839342594146729e-01,5.311318114399909973e-02,5.291551947593688965e-01,3.576768222046666779e-06,1.417157123796641827e-03,1.481108949519693851e-03,0.000000000000000000e+00,3.855230286717414856e-02,1.703817702036758419e-06,2.604905148473335430e-06
1.087551787495613098e-01,5.234206467866897583e-02,5.258874893188476562e-01,3.524839712554239668e-06,1.405704766511917114e-03,1.469711307436227798e-03,0.000000000000000000e+00,3.824360668659210205e-02,1.703817702036758419e-06,2.584312369435792789e-06
1.075925230979919434e-01,5.149838700890541077e-02,5.228489041328430176e-01,3.468024260655511171e-06,1.393192214891314507e-03,1.457282342016696930e-03,0.000000000000000000e+00,3.809239715337753296e-02,1.703817702036758419e-06,2.574326117610326037e-06
1.064512878656387329e-01,5.067134276032447815e-02,5.197216868400573730e-01,3.412329306229366921e-06,1.380993868224322796e-03,1.445163274183869362e-03,0.000000000000000000e+00,3.807774186134338379e-02,1.703817702036758419e-06,2.573518258941476233e-06
1.053276956081390381e-01,4.990725964307785034e-02,5.160752534866333008e-01,3.360874188729212619e-06,1.369647798128426075e-03,1.433904981240630150e-03,0.000000000000000000e+00,3.812911361455917358e-02,1.703817702036758419e-06,2.577122131697251461e-06
1.041459366679191589e-01,4.918669536709785461e-02,5.114355087280273438e-01,3.312349463158170693e-06,1.359025598503649235e-03,1.423379755578935146e-03,0.000000000000000000e+00,3.815690428018569946e-02,1.703817702036758419e-06,2.579092324594967067e-06
1.028260067105293274e-01,4.846258088946342468e-02,5.055536031723022461e-01,3.263585995227913372e-06,1.348323305137455463e-03,1.412773039191961288e-03,0.000000000000000000e+00,3.808067739009857178e-02,1.703817702036758419e-06,2.574004611233249307e-06
1.013276651501655579e-01,4.770545288920402527e-02,4.983647763729095459e-01,3.212599267499172129e-06,1.336904475465416908e-03,1.401443500071763992e-03,0.000000000000000000e+00,3.785734996199607849e-02,1.703817702036758419e-06,2.558956566645065323e-06
9.966877102851867676e-02,4.692038893699645996e-02,4.900011718273162842e-01,3.159731249979813583e-06,1.324339769780635834e-03,1.388967270031571388e-03,0.000000000000000000e+00,3.748268634080886841e-02,1.703817702036758419e-06,2.533664428483461961e-06
9.789860248565673828e-02,4.611889272928237915e-02,4.808090329170227051e-01,3.105756150034721941e-06,1.310862251557409763e-03,1.375582185573875904e-03,0.000000000000000000e+00,3.698809444904327393e-02,1.703817702036758419e-06,2.500248228898271918e-06
9.603839367628097534e-02,4.528165608644485474e-02,4.711365699768066406e-01,3.049374754482414573e-06,1.296238042414188385e-03,1.361057977192103863e-03,0.000000000000000000e+00,3.643083572387695312e-02,1.703817702036758419e-06,2.462576503603486344e-06
9.405714273452758789e-02,4.434133321046829224e-02,4.612951874732971191e-01,2.986051185871474445e-06,1.280634431168437004e-03,1.345535623840987682e-03,0.000000000000000000e+00,3.586292639374732971e-02,1.703817702036758419e-06,2.424159674774273299e-06
9.187825024127960205e-02,4.320878908038139343e-02,4.513721764087677002e-01,2.909783006543875672e-06,1.263066078536212444e-03,1.328061567619442940e-03,0.000000000000000000e+00,3.532245382666587830e-02,1.703817702036758419e-06,2.387577524132211693e-06
8.944908529520034790e-02,4.183470085263252258e-02,4.413284957408905029e-01,2.817248514475068077e-06,1.243119011633098125e-03,1.308228587731719017e-03,0.000000000000000000e+00,3.481532260775566101e-02,1.703817702036758419e-06,2.353242052777204663e-06
8.675353229045867920e-02,4.022855311632156372e-02,4.309451580047607422e-01,2.709086629693047144e-06,1.220376347191631794e-03,1.285607111640274525e-03,0.000000000000000000e+00,3.430460393428802490e-02,1.703817702036758419e-06,2.318684892088640481e-06
