# total,frequency_equation,frequency_initial,physical_equation,physical_initial
2.271282434463500977e+00,1.071424111723899841e-01,1.199858263134956360e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.045261144638061523e+00,8.497492969036102295e-02,1.195511873811483383e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.333910703659057617e+00,1.174722537398338318e-01,1.159188151359558105e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.027661323547363281e+00,8.610543608665466309e-02,1.166607066988945007e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.044303417205810547e+00,8.915568888187408447e-02,1.152746658772230148e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.219852685928344727e+00,1.063539013266563416e-01,1.156313717365264893e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.102262020111083984e+00,9.854125976562500000e-02,1.116849388927221298e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.377943515777587891e+00,1.225900948047637939e-01,1.152042765170335770e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.892702817916870117e+00,7.642609626054763794e-02,1.128441840410232544e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.075713396072387695e+00,9.304918348789215088e-02,1.145221572369337082e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.113632202148437500e+00,1.043176501989364624e-01,1.070455648005008698e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.147631645202636719e+00,1.005588322877883911e-01,1.142043434083461761e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.944525480270385742e+00,8.111599087715148926e-02,1.133365556597709656e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.252803325653076172e+00,1.143407970666885376e-01,1.109395362436771393e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.249649524688720703e+00,1.048729568719863892e-01,1.200919970870018005e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.200916767120361328e+00,9.194288402795791626e-02,1.281487848609685898e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.277721405029296875e+00,1.126394420862197876e-01,1.151327136904001236e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.971003770828247070e+00,8.186766505241394043e-02,1.152327097952365875e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.851289272308349609e+00,8.104602992534637451e-02,1.040828973054885864e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.054901599884033203e+00,9.981596469879150391e-02,1.056742109358310699e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.846907496452331543e+00,7.808357477188110352e-02,1.066071726381778717e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.105632543563842773e+00,9.912570565938949585e-02,1.114375516772270203e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.964207053184509277e+00,8.662460744380950928e-02,1.097960956394672394e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.949817776679992676e+00,8.922022581100463867e-02,1.057615503668785095e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.059160232543945312e+00,1.032769381999969482e-01,1.026390865445137024e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.955340027809143066e+00,8.113954961299896240e-02,1.143944542855024338e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.988456487655639648e+00,9.502014517784118652e-02,1.038255076855421066e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.841960430145263672e+00,7.349368929862976074e-02,1.107023470103740692e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.931802868843078613e+00,8.749035745859146118e-02,1.056899316608905792e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.966207981109619141e+00,9.113690257072448730e-02,1.054839044809341431e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.923785090446472168e+00,8.434657752513885498e-02,1.080319285392761230e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.725862860679626465e+00,7.153426110744476318e-02,1.010520197451114655e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.778526663780212402e+00,7.651342451572418213e-02,1.013392396271228790e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.710809946060180664e+00,7.144613564014434814e-02,9.963486343622207642e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.614271879196166992e+00,6.095336005091667175e-02,1.004738174378871918e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.843888878822326660e+00,8.240702003240585327e-02,1.019818708300590515e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.701662540435791016e+00,7.211129367351531982e-02,9.805495850741863251e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.804917693138122559e+00,7.761596143245697021e-02,1.028758008033037186e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.766286373138427734e+00,7.805524766445159912e-02,9.857337921857833862e-03,0.000000000000000000e+00,0.000000000000000000e+00
